league,season,team,player,nation,pos,age,born,playing time_mp,playing time_starts,playing time_min,playing time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per 90 minutes_gls,per 90 minutes_ast,per 90 minutes_g+a,per 90 minutes_g-pk,per 90 minutes_g+a-pk,passing_nation,passing_pos,passing_age,passing_born,passing_90s,passing_total_cmp,passing_total_att,passing_total_cmp%,passing_total_totdist,passing_total_prgdist,passing_short_cmp,passing_short_att,passing_short_cmp%,passing_medium_cmp,passing_medium_att,passing_medium_cmp%,passing_long_cmp,passing_long_att,passing_long_cmp%,passing_ast,passing_a-xag,passing_kp,passing_1/3,passing_ppa,passing_crspa,defense_nation,defense_pos,defense_age,defense_born,defense_90s,defense_tackles_tkl,defense_tackles_tklw,defense_tackles_def 3rd,defense_tackles_mid 3rd,defense_tackles_att 3rd,defense_challenges_tkl,defense_challenges_att,defense_challenges_tkl%,defense_challenges_lost,defense_blocks_blocks,defense_blocks_sh,defense_blocks_pass,defense_int,defense_tkl+int,defense_clr,defense_err,possession_nation,possession_pos,possession_age,possession_born,possession_90s,possession_touches_touches,possession_touches_def pen,possession_touches_def 3rd,possession_touches_mid 3rd,possession_touches_att 3rd,possession_touches_att pen,possession_touches_live,possession_take-ons_att,possession_take-ons_succ,possession_take-ons_succ%,possession_take-ons_tkld,possession_take-ons_tkld%,possession_carries_carries,possession_carries_totdist,possession_carries_prgdist,possession_carries_1/3,possession_carries_cpa,possession_carries_mis,possession_carries_dis,possession_rec,gca_nation,gca_pos,gca_age,gca_born,gca_90s,gca_sca_sca,gca_sca_sca90,gca_sca types_passlive,gca_sca types_passdead,gca_sca types_to,gca_sca types_sh,gca_sca types_fld,gca_sca types_def,gca_gca_gca,gca_gca_gca90,gca_gca types_passlive,gca_gca types_passdead,gca_gca types_to,gca_gca types_sh,gca_gca types_fld,gca_gca types_def,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,player_name,club,minutes_played,goals,assists,pass_cmp_pct,prg_pass_dist,long_pass_cmp_pct,final_third_passes,key_passes,tackles_won,def_duels_won_pct,blocks,interceptions,clearances,errors_to_shot,touches_in_box,successful_dribbles,dribble_success_pct,carries_final_third,carries_into_box,sca,gca,shots_on_target_pct,shot_conversion_pct,xg,xag,npxg,prg_carries,prg_passes,through_balls,aerial_won_pct,recoveries
ENG-Premier League,2425,Brighton,Lewis Dunk,ENG,DF,32.0,1991.0,25,23,2083.0,23.1,0.0,0.0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,32.0,1991.0,23.1,,,,,,,,,,,,,,,0.0,,,,,,ENG,DF,32.0,1991.0,23.1,,11.0,,,,,,,,,,,12.0,,,,ENG,DF,32.0,1991.0,23.1,,,,,,,,,,,,,,,,,,,,,ENG,DF,32.0,1991.0,23.1,,,,,,,,,,,,,,,,,ENG,DF,32.0,1991.0,23.1,5.0,0.0,0.0,7.0,11.0,2.0,5.0,12.0,11.0,,,1.0,ENG,DF,32.0,1991.0,23.1,0.0,12.0,3.0,25.0,0.52,0.13,0.0,0.0,0.0,0.0,Lewis Dunk,Brighton,2083,0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Mats Wieffer,NED,"DF,MF",24.0,1999.0,25,10,1015.0,11.3,1.0,3.0,4,1,0,0,6,0,0.09,0.27,0.35,0.09,0.35,NED,"DF,MF",24.0,1999.0,11.3,,,,,,,,,,,,,,,3.0,,,,,,NED,"DF,MF",24.0,1999.0,11.3,,34.0,,,,,,,,,,,16.0,,,,NED,"DF,MF",24.0,1999.0,11.3,,,,,,,,,,,,,,,,,,,,,NED,"DF,MF",24.0,1999.0,11.3,,,,,,,,,,,,,,,,,NED,"DF,MF",24.0,1999.0,11.3,6.0,0.0,0.0,23.0,10.0,1.0,14.0,16.0,34.0,,,0.0,NED,"DF,MF",24.0,1999.0,11.3,1.0,9.0,4.0,44.4,0.8,0.35,0.11,0.25,0.0,0.0,Mats Wieffer,Brighton,1015,1,3,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,44.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Matt O'Riley,DEN,MF,23.0,2000.0,21,11,938.0,10.4,2.0,2.0,4,1,1,1,1,0,0.19,0.19,0.38,0.1,0.29,DEN,MF,23.0,2000.0,10.4,,,,,,,,,,,,,,,2.0,,,,,,DEN,MF,23.0,2000.0,10.4,,8.0,,,,,,,,,,,13.0,,,,DEN,MF,23.0,2000.0,10.4,,,,,,,,,,,,,,,,,,,,,DEN,MF,23.0,2000.0,10.4,,,,,,,,,,,,,,,,,DEN,MF,23.0,2000.0,10.4,1.0,0.0,0.0,16.0,13.0,2.0,50.0,13.0,8.0,,,1.0,DEN,MF,23.0,2000.0,10.4,2.0,22.0,7.0,31.8,2.11,0.67,0.05,0.14,1.0,1.0,Matt O'Riley,Brighton,938,2,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,31.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Pervis Estupiñán,ECU,DF,26.0,1998.0,30,26,2402.0,26.7,1.0,1.0,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,ECU,DF,26.0,1998.0,26.7,,,,,,,,,,,,,,,1.0,,,,,,ECU,DF,26.0,1998.0,26.7,,44.0,,,,,,,,,,,39.0,,,,ECU,DF,26.0,1998.0,26.7,,,,,,,,,,,,,,,,,,,,,ECU,DF,26.0,1998.0,26.7,,,,,,,,,,,,,,,,,ECU,DF,26.0,1998.0,26.7,5.0,0.0,0.0,36.0,20.0,3.0,119.0,39.0,44.0,,,0.0,ECU,DF,26.0,1998.0,26.7,1.0,28.0,9.0,32.1,1.05,0.34,0.04,0.11,0.0,0.0,Pervis Estupiñán,Brighton,2402,1,1,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,32.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Simon Adingra,CIV,MF,22.0,2002.0,29,12,1097.0,12.2,2.0,2.0,4,2,0,0,0,0,0.16,0.16,0.33,0.16,0.33,CIV,MF,22.0,2002.0,12.2,,,,,,,,,,,,,,,2.0,,,,,,CIV,MF,22.0,2002.0,12.2,,16.0,,,,,,,,,,,9.0,,,,CIV,MF,22.0,2002.0,12.2,,,,,,,,,,,,,,,,,,,,,CIV,MF,22.0,2002.0,12.2,,,,,,,,,,,,,,,,,CIV,MF,22.0,2002.0,12.2,0.0,0.0,0.0,13.0,4.0,4.0,42.0,9.0,16.0,,,0.0,CIV,MF,22.0,2002.0,12.2,2.0,33.0,8.0,24.2,2.71,0.66,0.06,0.25,0.0,0.0,Simon Adingra,Brighton,1097,2,2,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,24.2,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Solly March,ENG,MF,30.0,1994.0,8,1,168.0,1.9,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ENG,MF,30.0,1994.0,1.9,,,,,,,,,,,,,,,0.0,,,,,,ENG,MF,30.0,1994.0,1.9,,3.0,,,,,,,,,,,2.0,,,,ENG,MF,30.0,1994.0,1.9,,,,,,,,,,,,,,,,,,,,,ENG,MF,30.0,1994.0,1.9,,,,,,,,,,,,,,,,,ENG,MF,30.0,1994.0,1.9,2.0,0.0,0.0,2.0,2.0,3.0,20.0,2.0,3.0,,,0.0,ENG,MF,30.0,1994.0,1.9,0.0,2.0,0.0,0.0,1.07,0.0,0.0,,0.0,0.0,Solly March,Brighton,168,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Tariq Lamptey,GHA,"DF,MF",23.0,2000.0,15,10,860.0,9.6,2.0,2.0,4,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,GHA,"DF,MF",23.0,2000.0,9.6,,,,,,,,,,,,,,,2.0,,,,,,GHA,"DF,MF",23.0,2000.0,9.6,,11.0,,,,,,,,,,,7.0,,,,GHA,"DF,MF",23.0,2000.0,9.6,,,,,,,,,,,,,,,,,,,,,GHA,"DF,MF",23.0,2000.0,9.6,,,,,,,,,,,,,,,,,GHA,"DF,MF",23.0,2000.0,9.6,0.0,0.0,0.0,15.0,10.0,0.0,28.0,7.0,11.0,,,0.0,GHA,"DF,MF",23.0,2000.0,9.6,2.0,6.0,2.0,33.3,0.63,0.21,0.33,1.0,0.0,0.0,Tariq Lamptey,Brighton,860,2,2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,33.3,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Yankuba Minteh,GAM,MF,20.0,2004.0,32,20,1838.0,20.4,6.0,4.0,10,6,0,0,6,0,0.29,0.2,0.49,0.29,0.49,GAM,MF,20.0,2004.0,20.4,,,,,,,,,,,,,,,4.0,,,,,,GAM,MF,20.0,2004.0,20.4,,36.0,,,,,,,,,,,12.0,,,,GAM,MF,20.0,2004.0,20.4,,,,,,,,,,,,,,,,,,,,,GAM,MF,20.0,2004.0,20.4,,,,,,,,,,,,,,,,,GAM,MF,20.0,2004.0,20.4,6.0,0.0,0.0,21.0,11.0,6.0,90.0,12.0,36.0,,,0.0,GAM,MF,20.0,2004.0,20.4,6.0,34.0,16.0,47.1,1.66,0.78,0.18,0.38,0.0,0.0,Yankuba Minteh,Brighton,1838,6,4,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,47.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Brighton,Yasin Ayari,SWE,MF,20.0,2003.0,34,22,1965.0,21.8,2.0,1.0,3,2,0,0,3,0,0.09,0.05,0.14,0.09,0.14,SWE,MF,20.0,2003.0,21.8,,,,,,,,,,,,,,,1.0,,,,,,SWE,MF,20.0,2003.0,21.8,,32.0,,,,,,,,,,,20.0,,,,SWE,MF,20.0,2003.0,21.8,,,,,,,,,,,,,,,,,,,,,SWE,MF,20.0,2003.0,21.8,,,,,,,,,,,,,,,,,SWE,MF,20.0,2003.0,21.8,3.0,0.0,0.0,36.0,26.0,3.0,70.0,20.0,32.0,,,0.0,SWE,MF,20.0,2003.0,21.8,2.0,28.0,8.0,28.6,1.28,0.37,0.07,0.25,0.0,0.0,Yasin Ayari,Brighton,1965,2,1,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,28.6,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Axel Disasi,FRA,DF,26.0,1998.0,6,4,364.0,4.0,1.0,0.0,1,1,0,0,1,0,0.25,0.0,0.25,0.25,0.25,FRA,DF,26.0,1998.0,4.0,,,,,,,,,,,,,,,0.0,,,,,,FRA,DF,26.0,1998.0,4.0,,4.0,,,,,,,,,,,2.0,,,,FRA,DF,26.0,1998.0,4.0,,,,,,,,,,,,,,,,,,,,,FRA,DF,26.0,1998.0,4.0,,,,,,,,,,,,,,,,,FRA,DF,26.0,1998.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,,,0.0,FRA,DF,26.0,1998.0,4.0,1.0,2.0,1.0,50.0,0.49,0.25,0.5,1.0,0.0,0.0,Axel Disasi,Chelsea,364,1,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Benoît Badiashile,FRA,DF,23.0,2001.0,5,3,334.0,3.7,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,DF,23.0,2001.0,3.7,,,,,,,,,,,,,,,0.0,,,,,,FRA,DF,23.0,2001.0,3.7,,6.0,,,,,,,,,,,6.0,,,,FRA,DF,23.0,2001.0,3.7,,,,,,,,,,,,,,,,,,,,,FRA,DF,23.0,2001.0,3.7,,,,,,,,,,,,,,,,,FRA,DF,23.0,2001.0,3.7,0.0,0.0,0.0,6.0,2.0,0.0,1.0,6.0,6.0,,,0.0,FRA,DF,23.0,2001.0,3.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Benoît Badiashile,Chelsea,334,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Christopher Nkunku,FRA,"MF,FW",26.0,1997.0,27,9,921.0,10.2,3.0,2.0,5,3,0,0,2,0,0.29,0.2,0.49,0.29,0.49,FRA,"MF,FW",26.0,1997.0,10.2,,,,,,,,,,,,,,,2.0,,,,,,FRA,"MF,FW",26.0,1997.0,10.2,,8.0,,,,,,,,,,,7.0,,,,FRA,"MF,FW",26.0,1997.0,10.2,,,,,,,,,,,,,,,,,,,,,FRA,"MF,FW",26.0,1997.0,10.2,,,,,,,,,,,,,,,,,FRA,"MF,FW",26.0,1997.0,10.2,2.0,0.0,0.0,16.0,11.0,3.0,6.0,7.0,8.0,,,0.0,FRA,"MF,FW",26.0,1997.0,10.2,3.0,25.0,12.0,48.0,2.44,1.17,0.12,0.25,0.0,0.0,Christopher Nkunku,Chelsea,921,3,2,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,48.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Cole Palmer,ENG,MF,22.0,2002.0,37,36,3191.0,35.5,15.0,8.0,23,11,4,5,7,0,0.42,0.23,0.65,0.31,0.54,ENG,MF,22.0,2002.0,35.5,,,,,,,,,,,,,,,8.0,,,,,,ENG,MF,22.0,2002.0,35.5,,18.0,,,,,,,,,,,10.0,,,,ENG,MF,22.0,2002.0,35.5,,,,,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,35.5,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,35.5,7.0,0.0,0.0,15.0,60.0,7.0,145.0,10.0,18.0,,,0.0,ENG,MF,22.0,2002.0,35.5,15.0,126.0,51.0,40.5,3.55,1.44,0.09,0.22,4.0,5.0,Cole Palmer,Chelsea,3191,15,8,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,40.5,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Enzo Fernández,ARG,MF,23.0,2001.0,36,32,2947.0,32.7,6.0,7.0,13,6,0,0,8,0,0.18,0.21,0.4,0.18,0.4,ARG,MF,23.0,2001.0,32.7,,,,,,,,,,,,,,,7.0,,,,,,ARG,MF,23.0,2001.0,32.7,,32.0,,,,,,,,,,,13.0,,,,ARG,MF,23.0,2001.0,32.7,,,,,,,,,,,,,,,,,,,,,ARG,MF,23.0,2001.0,32.7,,,,,,,,,,,,,,,,,ARG,MF,23.0,2001.0,32.7,8.0,0.0,0.0,52.0,54.0,2.0,111.0,13.0,32.0,,,0.0,ARG,MF,23.0,2001.0,32.7,6.0,53.0,20.0,37.7,1.62,0.61,0.11,0.3,0.0,0.0,Enzo Fernández,Chelsea,2947,6,7,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,37.7,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Filip Jørgensen,DEN,GK,22.0,2002.0,6,6,540.0,6.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,DEN,GK,22.0,2002.0,6.0,,,,,,,,,,,,,,,0.0,,,,,,DEN,GK,22.0,2002.0,6.0,,0.0,,,,,,,,,,,0.0,,,,DEN,GK,22.0,2002.0,6.0,,,,,,,,,,,,,,,,,,,,,DEN,GK,22.0,2002.0,6.0,,,,,,,,,,,,,,,,,DEN,GK,22.0,2002.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,DEN,GK,22.0,2002.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Filip Jørgensen,Chelsea,540,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Jadon Sancho,ENG,MF,24.0,2000.0,31,19,1764.0,19.6,3.0,4.0,7,3,0,0,2,0,0.15,0.2,0.36,0.15,0.36,ENG,MF,24.0,2000.0,19.6,,,,,,,,,,,,,,,4.0,,,,,,ENG,MF,24.0,2000.0,19.6,,7.0,,,,,,,,,,,2.0,,,,ENG,MF,24.0,2000.0,19.6,,,,,,,,,,,,,,,,,,,,,ENG,MF,24.0,2000.0,19.6,,,,,,,,,,,,,,,,,ENG,MF,24.0,2000.0,19.6,2.0,0.0,0.0,6.0,11.0,6.0,24.0,2.0,7.0,,,0.0,ENG,MF,24.0,2000.0,19.6,3.0,24.0,8.0,33.3,1.22,0.41,0.13,0.38,0.0,0.0,Jadon Sancho,Chelsea,1764,3,4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,33.3,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Joshua Acheampong,ENG,DF,18.0,2006.0,4,2,170.0,1.9,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,18.0,2006.0,1.9,,,,,,,,,,,,,,,0.0,,,,,,ENG,DF,18.0,2006.0,1.9,,1.0,,,,,,,,,,,1.0,,,,ENG,DF,18.0,2006.0,1.9,,,,,,,,,,,,,,,,,,,,,ENG,DF,18.0,2006.0,1.9,,,,,,,,,,,,,,,,,ENG,DF,18.0,2006.0,1.9,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,0.0,ENG,DF,18.0,2006.0,1.9,0.0,2.0,0.0,0.0,1.06,0.0,0.0,,0.0,0.0,Joshua Acheampong,Chelsea,170,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,João Félix,POR,MF,24.0,1999.0,12,3,369.0,4.1,1.0,1.0,2,1,0,0,2,0,0.24,0.24,0.49,0.24,0.49,POR,MF,24.0,1999.0,4.1,,,,,,,,,,,,,,,1.0,,,,,,POR,MF,24.0,1999.0,4.1,,3.0,,,,,,,,,,,3.0,,,,POR,MF,24.0,1999.0,4.1,,,,,,,,,,,,,,,,,,,,,POR,MF,24.0,1999.0,4.1,,,,,,,,,,,,,,,,,POR,MF,24.0,1999.0,4.1,2.0,0.0,0.0,6.0,17.0,1.0,0.0,3.0,3.0,,,0.0,POR,MF,24.0,1999.0,4.1,1.0,20.0,6.0,30.0,4.88,1.46,0.05,0.17,0.0,0.0,João Félix,Chelsea,369,1,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,30.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Kiernan Dewsbury-Hall,ENG,MF,25.0,1998.0,13,2,264.0,2.9,0.0,1.0,1,0,0,0,0,0,0.0,0.34,0.34,0.0,0.34,ENG,MF,25.0,1998.0,2.9,,,,,,,,,,,,,,,1.0,,,,,,ENG,MF,25.0,1998.0,2.9,,5.0,,,,,,,,,,,1.0,,,,ENG,MF,25.0,1998.0,2.9,,,,,,,,,,,,,,,,,,,,,ENG,MF,25.0,1998.0,2.9,,,,,,,,,,,,,,,,,ENG,MF,25.0,1998.0,2.9,0.0,0.0,0.0,4.0,6.0,0.0,2.0,1.0,5.0,,,0.0,ENG,MF,25.0,1998.0,2.9,0.0,1.0,0.0,0.0,0.34,0.0,0.0,,0.0,0.0,Kiernan Dewsbury-Hall,Chelsea,264,0,1,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Levi Colwill,ENG,DF,21.0,2003.0,35,35,3149.0,35.0,2.0,1.0,3,2,0,0,9,0,0.06,0.03,0.09,0.06,0.09,ENG,DF,21.0,2003.0,35.0,,,,,,,,,,,,,,,1.0,,,,,,ENG,DF,21.0,2003.0,35.0,,35.0,,,,,,,,,,,32.0,,,,ENG,DF,21.0,2003.0,35.0,,,,,,,,,,,,,,,,,,,,,ENG,DF,21.0,2003.0,35.0,,,,,,,,,,,,,,,,,ENG,DF,21.0,2003.0,35.0,9.0,0.0,0.0,46.0,21.0,4.0,12.0,32.0,35.0,,,0.0,ENG,DF,21.0,2003.0,35.0,2.0,17.0,4.0,23.5,0.49,0.11,0.12,0.5,0.0,0.0,Levi Colwill,Chelsea,3149,2,1,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Malo Gusto,FRA,DF,21.0,2003.0,32,19,1862.0,20.7,0.0,1.0,1,0,0,0,4,0,0.0,0.05,0.05,0.0,0.05,FRA,DF,21.0,2003.0,20.7,,,,,,,,,,,,,,,1.0,,,,,,FRA,DF,21.0,2003.0,20.7,,31.0,,,,,,,,,,,25.0,,,,FRA,DF,21.0,2003.0,20.7,,,,,,,,,,,,,,,,,,,,,FRA,DF,21.0,2003.0,20.7,,,,,,,,,,,,,,,,,FRA,DF,21.0,2003.0,20.7,4.0,0.0,0.0,20.0,20.0,2.0,54.0,25.0,31.0,,,0.0,FRA,DF,21.0,2003.0,20.7,0.0,22.0,5.0,22.7,1.06,0.24,0.0,0.0,0.0,0.0,Malo Gusto,Chelsea,1862,0,1,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Marc Cucurella,ESP,DF,26.0,1998.0,36,33,2988.0,33.2,5.0,1.0,6,5,0,0,10,1,0.15,0.03,0.18,0.15,0.18,ESP,DF,26.0,1998.0,33.2,,,,,,,,,,,,,,,1.0,,,,,,ESP,DF,26.0,1998.0,33.2,,46.0,,,,,,,,,,,26.0,,,,ESP,DF,26.0,1998.0,33.2,,,,,,,,,,,,,,,,,,,,,ESP,DF,26.0,1998.0,33.2,,,,,,,,,,,,,,,,,ESP,DF,26.0,1998.0,33.2,10.0,1.0,1.0,37.0,38.0,3.0,29.0,26.0,46.0,,,0.0,ESP,DF,26.0,1998.0,33.2,5.0,24.0,12.0,50.0,0.72,0.36,0.21,0.42,0.0,0.0,Marc Cucurella,Chelsea,2988,5,1,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,50.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Marc Guiu,ESP,FW,18.0,2006.0,3,0,73.0,0.8,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,FW,18.0,2006.0,0.8,,,,,,,,,,,,,,,0.0,,,,,,ESP,FW,18.0,2006.0,0.8,,1.0,,,,,,,,,,,0.0,,,,ESP,FW,18.0,2006.0,0.8,,,,,,,,,,,,,,,,,,,,,ESP,FW,18.0,2006.0,0.8,,,,,,,,,,,,,,,,,ESP,FW,18.0,2006.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,ESP,FW,18.0,2006.0,0.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Marc Guiu,Chelsea,73,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Chelsea,Mathis Amougou,FRA,MF,18.0,2006.0,1,0,8.0,0.1,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,MF,18.0,2006.0,0.1,,,,,,,,,,,,,,,0.0,,,,,,FRA,MF,18.0,2006.0,0.1,,0.0,,,,,,,,,,,0.0,,,,FRA,MF,18.0,2006.0,0.1,,,,,,,,,,,,,,,,,,,,,FRA,MF,18.0,2006.0,0.1,,,,,,,,,,,,,,,,,FRA,MF,18.0,2006.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,FRA,MF,18.0,2006.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,Mathis Amougou,Chelsea,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
